tweet_id,timestamp,positive_sentiment,negative_sentiment,numb_of_mentions,numb_of_urls,numb_of_media,numb_of_hashtags,numb_of_personal_pronouns,numb_of_present_tenses,numb_of_past_tenses,sent_from_web,numb_of_weird_chars,numb_of_questions,numb_of_emoticons,numb_of_swearing_words,numb_of_slang_words,numb_of_intensifiers,tweet_length,userFollowersCount,userFriendsCount,user_numb_of_tweets,user_list_count,tfidf_fire,dict_precision,dict_recall,dict_f_measure
1157803414119538688,156487681912.0,20.0,660.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,680.0,700.0,1400.0,0.0,10.0,0.0,0.0,0.0,0.0
1157803414119538688,156487681912.0,20.0,660.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,680.0,700.0,1400.0,0.0,10.0,0.0,0.0,0.0,0.0
1157803414119538688,156487681912.0,20.0,660.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,680.0,700.0,1400.0,0.0,10.0,0.0,0.0,0.0,0.0
1157806994369187840,156487767312.0,10.0,680.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,510.0,12880.0,35100.0,0.0,330.0,0.0,0.0,0.0,0.0
1157806994369187840,156487767312.0,10.0,680.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,510.0,12880.0,35100.0,0.0,330.0,0.0,0.0,0.0,0.0
1157806994369187840,156487767312.0,10.0,680.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,510.0,12880.0,35100.0,0.0,330.0,0.0,0.0,0.0,0.0
1157807023003713536,156487767912.0,60.0,630.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,610.0,13490.0,15330.0,0.0,230.0,0.0,0.0,0.0,0.0
1157807023003713536,156487767912.0,60.0,630.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,610.0,13490.0,15330.0,0.0,230.0,0.0,0.0,0.0,0.0
1157807023003713536,156487767912.0,60.0,630.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,610.0,13490.0,15330.0,0.0,230.0,0.0,0.0,0.0,0.0
1157813395858440192,156487919912.0,30.0,160.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,20.0,0.0,0.0,0.0,0.0,750.0,18600.0,15660.0,0.0,0.0,0.0,0.0,0.0,0.0
1157813395858440192,156487919912.0,30.0,160.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,20.0,0.0,0.0,0.0,0.0,750.0,18600.0,15660.0,0.0,0.0,0.0,0.0,0.0,0.0
1157813395858440192,156487919912.0,30.0,160.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,20.0,0.0,0.0,0.0,0.0,750.0,18600.0,15660.0,0.0,0.0,0.0,0.0,0.0,0.0
1157814399719096320,156487943812.0,150.0,140.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,30.0,0.0,0.0,0.0,0.0,750.0,540.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0
1157814399719096320,156487943812.0,150.0,140.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,30.0,0.0,0.0,0.0,0.0,750.0,540.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0
1157814399719096320,156487943812.0,150.0,140.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,30.0,0.0,0.0,0.0,0.0,750.0,540.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0
1157818116304506880,156488032412.0,30.0,630.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,940.0,300.0,5450.0,0.0,0.0,0.0,0.0,0.0,0.0
1157818116304506880,156488032412.0,30.0,630.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,940.0,300.0,5450.0,0.0,0.0,0.0,0.0,0.0,0.0
1157818116304506880,156488032412.0,30.0,630.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,940.0,300.0,5450.0,0.0,0.0,0.0,0.0,0.0,0.0
1157818175783940096,156488033812.0,60.0,500.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,580.0,1270.0,0.0,290.0,0.0,0.0,0.0,0.0
1157818175783940096,156488033812.0,60.0,500.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,580.0,1270.0,0.0,290.0,0.0,0.0,0.0,0.0
1157818175783940096,156488033812.0,60.0,500.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,580.0,1270.0,0.0,290.0,0.0,0.0,0.0,0.0
1157819188993351680,15648805812.0,50.0,620.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,940.0,230.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1157819188993351680,15648805812.0,50.0,620.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,940.0,230.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1157819188993351680,15648805812.0,50.0,620.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,940.0,230.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1157821379728703488,156488110212.0,50.0,500.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,1080.0,9700.0,25050.0,0.0,370.0,0.0,0.0,0.0,0.0
1157821379728703488,156488110212.0,50.0,500.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,1080.0,9700.0,25050.0,0.0,370.0,0.0,0.0,0.0,0.0
1157821379728703488,156488110212.0,50.0,500.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,1080.0,9700.0,25050.0,0.0,370.0,0.0,0.0,0.0,0.0
1157822228890865664,156488130512.0,40.0,670.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,850.0,4050.0,6940.0,0.0,640.0,0.0,0.0,0.0,0.0
1157822228890865664,156488130512.0,40.0,670.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,850.0,4050.0,6940.0,0.0,640.0,0.0,0.0,0.0,0.0
1157822228890865664,156488130512.0,40.0,670.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,850.0,4050.0,6940.0,0.0,640.0,0.0,0.0,0.0,0.0
1157834245420802048,15648841712.0,30.0,470.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,20.0,0.0,0.0,0.0,0.0,830.0,12120.0,49980.0,0.0,90.0,0.0,0.0,0.0,0.0
1157834245420802048,15648841712.0,30.0,470.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,20.0,0.0,0.0,0.0,0.0,830.0,12120.0,49980.0,0.0,90.0,0.0,0.0,0.0,0.0
1157834245420802048,15648841712.0,30.0,470.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,20.0,0.0,0.0,0.0,0.0,830.0,12120.0,49980.0,0.0,90.0,0.0,0.0,0.0,0.0
1157837671760162816,156488498712.0,50.0,530.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,940.0,206810.0,174880.0,0.0,3150.0,0.0,0.0,0.0,0.0
1157837671760162816,156488498712.0,50.0,530.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,940.0,206810.0,174880.0,0.0,3150.0,0.0,0.0,0.0,0.0
1157837671760162816,156488498712.0,50.0,530.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,940.0,206810.0,174880.0,0.0,3150.0,0.0,0.0,0.0,0.0
1157848593920876544,156488759112.0,50.0,610.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2050.0,11720.0,18990.0,0.0,50.0,0.0,0.0,0.0,0.0
1157848593920876544,156488759112.0,50.0,610.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2050.0,11720.0,18990.0,0.0,50.0,0.0,0.0,0.0,0.0
1157848593920876544,156488759112.0,50.0,610.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2050.0,11720.0,18990.0,0.0,50.0,0.0,0.0,0.0,0.0
1157851354695684096,156488824912.0,40.0,600.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,1040.0,2390.0,11800.0,0.0,50.0,0.0,0.0,0.0,0.0
1157851354695684096,156488824912.0,40.0,600.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,1040.0,2390.0,11800.0,0.0,50.0,0.0,0.0,0.0,0.0
1157851354695684096,156488824912.0,40.0,600.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,1040.0,2390.0,11800.0,0.0,50.0,0.0,0.0,0.0,0.0
1157856079348293632,156488937512.0,40.0,470.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,3030.0,1630.0,5240.0,0.0,20.0,0.0,0.0,0.0,0.0
1157856079348293632,156488937512.0,40.0,470.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,3030.0,1630.0,5240.0,0.0,20.0,0.0,0.0,0.0,0.0
1157856079348293632,156488937512.0,40.0,470.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,3030.0,1630.0,5240.0,0.0,20.0,0.0,0.0,0.0,0.0
1157858757612900352,156489001412.0,130.0,370.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,840.0,1430.0,1790.0,0.0,440.0,0.0,0.0,0.0,0.0
1157858757612900352,156489001412.0,130.0,370.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,840.0,1430.0,1790.0,0.0,440.0,0.0,0.0,0.0,0.0
1157858757612900352,156489001412.0,130.0,370.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,840.0,1430.0,1790.0,0.0,440.0,0.0,0.0,0.0,0.0
1157859396749287424,156489016612.0,10.0,640.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,1230.0,850.0,5640.0,0.0,20.0,0.0,0.0,0.0,0.0
1157859396749287424,156489016612.0,10.0,640.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,1230.0,850.0,5640.0,0.0,20.0,0.0,0.0,0.0,0.0
1157859396749287424,156489016612.0,10.0,640.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,1230.0,850.0,5640.0,0.0,20.0,0.0,0.0,0.0,0.0
1157861460283940864,156489065812.0,30.0,620.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0,10.0,0.0,0.0,0.0,0.0,8210.0,169650.0,171120.0,0.0,200.0,0.0,0.0,0.0,0.0
1157861460283940864,156489065812.0,30.0,620.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0,10.0,0.0,0.0,0.0,0.0,8210.0,169650.0,171120.0,0.0,200.0,0.0,0.0,0.0,0.0
1157861460283940864,156489065812.0,30.0,620.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0,10.0,0.0,0.0,0.0,0.0,8210.0,169650.0,171120.0,0.0,200.0,0.0,0.0,0.0,0.0
1157864423303741440,156489136512.0,90.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,3090.0,6770.0,0.0,70.0,0.0,0.0,0.0,0.0
1157864423303741440,156489136512.0,90.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,3090.0,6770.0,0.0,70.0,0.0,0.0,0.0,0.0
1157864423303741440,156489136512.0,90.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,3090.0,6770.0,0.0,70.0,0.0,0.0,0.0,0.0
1157864457986441216,156489137312.0,260.0,270.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,1990.0,310.0,8830.0,0.0,10.0,0.0,0.0,0.0,0.0
1157864457986441216,156489137312.0,260.0,270.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,1990.0,310.0,8830.0,0.0,10.0,0.0,0.0,0.0,0.0
1157864457986441216,156489137312.0,260.0,270.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,1990.0,310.0,8830.0,0.0,10.0,0.0,0.0,0.0,0.0
1157865243172671488,15648915612.0,260.0,270.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,2070.0,310.0,8830.0,0.0,10.0,0.0,0.0,0.0,0.0
1157865243172671488,15648915612.0,260.0,270.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,2070.0,310.0,8830.0,0.0,10.0,0.0,0.0,0.0,0.0
1157865243172671488,15648915612.0,260.0,270.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,2070.0,310.0,8830.0,0.0,10.0,0.0,0.0,0.0,0.0
1157868217726951424,156489226912.0,50.0,530.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,940.0,8970.0,5980.0,0.0,630.0,0.0,0.0,0.0,0.0
1157868217726951424,156489226912.0,50.0,530.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,940.0,8970.0,5980.0,0.0,630.0,0.0,0.0,0.0,0.0
1157868217726951424,156489226912.0,50.0,530.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,940.0,8970.0,5980.0,0.0,630.0,0.0,0.0,0.0,0.0
1157881687260442624,156489548112.0,100.0,480.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,470.0,160.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0
1157881687260442624,156489548112.0,100.0,480.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,470.0,160.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0
1157881687260442624,156489548112.0,100.0,480.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,470.0,160.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0
1157891266878701568,156489776512.0,150.0,140.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2260.0,10550.0,18060.0,0.0,20.0,0.0,0.0,0.0,0.0
1157891266878701568,156489776512.0,150.0,140.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2260.0,10550.0,18060.0,0.0,20.0,0.0,0.0,0.0,0.0
1157891266878701568,156489776512.0,150.0,140.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2260.0,10550.0,18060.0,0.0,20.0,0.0,0.0,0.0,0.0
1157901064756244480,156490010112.0,50.0,570.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,2490.0,1572170.0,12700.0,0.0,6650.0,0.0,0.0,0.0,0.0
1157901064756244480,156490010112.0,50.0,570.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,2490.0,1572170.0,12700.0,0.0,6650.0,0.0,0.0,0.0,0.0
1157901064756244480,156490010112.0,50.0,570.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,2490.0,1572170.0,12700.0,0.0,6650.0,0.0,0.0,0.0,0.0
1157904511731732480,156490092312.0,150.0,140.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,1000.0,15110.0,38450.0,0.0,20.0,0.0,0.0,0.0,0.0
1157904511731732480,156490092312.0,150.0,140.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,1000.0,15110.0,38450.0,0.0,20.0,0.0,0.0,0.0,0.0
1157904511731732480,156490092312.0,150.0,140.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,1000.0,15110.0,38450.0,0.0,20.0,0.0,0.0,0.0,0.0
1157931271923937280,156490730312.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,450.0,5130.0,7130.0,0.0,0.0,0.0,0.0,0.0,0.0
1157931271923937280,156490730312.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,450.0,5130.0,7130.0,0.0,0.0,0.0,0.0,0.0,0.0
1157931271923937280,156490730312.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,450.0,5130.0,7130.0,0.0,0.0,0.0,0.0,0.0,0.0
1157933673188081664,156490787512.0,30.0,630.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,730.0,1810.0,4010.0,0.0,90.0,0.0,0.0,0.0,0.0
1157933673188081664,156490787512.0,30.0,630.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,730.0,1810.0,4010.0,0.0,90.0,0.0,0.0,0.0,0.0
1157933673188081664,156490787512.0,30.0,630.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,730.0,1810.0,4010.0,0.0,90.0,0.0,0.0,0.0,0.0
1157940425879171072,156490948512.0,160.0,280.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,530.0,49930.0,53860.0,0.0,150.0,0.0,0.0,0.0,0.0
1157940425879171072,156490948512.0,160.0,280.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,530.0,49930.0,53860.0,0.0,150.0,0.0,0.0,0.0,0.0
1157940425879171072,156490948512.0,160.0,280.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,530.0,49930.0,53860.0,0.0,150.0,0.0,0.0,0.0,0.0
1157941454997790720,156490973112.0,80.0,540.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,780.0,5050.0,90.0,0.0,880.0,0.0,0.0,0.0,0.0
1157941454997790720,156490973112.0,80.0,540.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,780.0,5050.0,90.0,0.0,880.0,0.0,0.0,0.0,0.0
1157941454997790720,156490973112.0,80.0,540.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,780.0,5050.0,90.0,0.0,880.0,0.0,0.0,0.0,0.0
1157961073921810432,156491440812.0,30.0,610.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1110.0,12950.0,300.0,0.0,10.0,0.0,0.0,0.0,0.0
1157961073921810432,156491440812.0,30.0,610.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1110.0,12950.0,300.0,0.0,10.0,0.0,0.0,0.0,0.0
1157961073921810432,156491440812.0,30.0,610.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1110.0,12950.0,300.0,0.0,10.0,0.0,0.0,0.0,0.0
1157961477573267456,156491450412.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,220.0,30.0,0.0,0.0,0.0,0.0,680.0,2030.0,350.0,0.0,30.0,0.0,0.0,0.0,0.0
1157961477573267456,156491450412.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,220.0,30.0,0.0,0.0,0.0,0.0,680.0,2030.0,350.0,0.0,30.0,0.0,0.0,0.0,0.0
1157961477573267456,156491450412.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,220.0,30.0,0.0,0.0,0.0,0.0,680.0,2030.0,350.0,0.0,30.0,0.0,0.0,0.0,0.0
1157972267730685952,156491707712.0,10.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,10.0,0.0,0.0,0.0,0.0,660.0,780.0,1780.0,0.0,0.0,0.0,0.0,0.0,0.0
1157972267730685952,156491707712.0,10.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,10.0,0.0,0.0,0.0,0.0,660.0,780.0,1780.0,0.0,0.0,0.0,0.0,0.0,0.0
1157972267730685952,156491707712.0,10.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,10.0,0.0,0.0,0.0,0.0,660.0,780.0,1780.0,0.0,0.0,0.0,0.0,0.0,0.0
1157974504192315392,15649176112.0,50.0,500.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1080.0,12670.0,45590.0,0.0,60.0,0.0,0.0,0.0,0.0
1157974504192315392,15649176112.0,50.0,500.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1080.0,12670.0,45590.0,0.0,60.0,0.0,0.0,0.0,0.0
1157974504192315392,15649176112.0,50.0,500.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1080.0,12670.0,45590.0,0.0,60.0,0.0,0.0,0.0,0.0
1157977554369671168,156491833712.0,30.0,550.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,0.0,0.0,0.0,0.0,780.0,2160.0,1720.0,0.0,10.0,0.0,0.0,0.0,0.0
1157977554369671168,156491833712.0,30.0,550.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,0.0,0.0,0.0,0.0,780.0,2160.0,1720.0,0.0,10.0,0.0,0.0,0.0,0.0
1157977554369671168,156491833712.0,30.0,550.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,10.0,0.0,0.0,0.0,0.0,780.0,2160.0,1720.0,0.0,10.0,0.0,0.0,0.0,0.0
