tweet_id,priority,postCategories_x,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure
1155790457470967808,0,18,7,50,43,230,3726,1013,799,0,0,0
1155790457470967808,0,18,7,50,43,230,3726,1013,799,0,0,0
1155790457470967808,0,18,7,50,43,230,3726,1013,799,0,0,0
1155790457470967808,0,18,7,50,43,230,3726,1013,799,0,0,0
1155790457470967808,0,18,7,50,43,230,3726,1013,799,0,0,0
1155790457470967808,0,18,7,50,43,230,3726,1013,799,0,0,0
1155790457470967808,0,18,7,50,43,230,3726,1013,799,0,0,0
1155847346028257280,0,18,6,53,46,237,1832,3371,19,0,0,0
1155847346028257280,0,18,6,53,46,237,1832,3371,19,0,0,0
1155847346028257280,0,18,6,53,46,237,1832,3371,19,0,0,0
1155847346028257280,0,18,6,53,46,237,1832,3371,19,0,0,0
1155847346028257280,0,18,6,53,46,237,1832,3371,19,0,0,0
1155878415079288832,0,18,9,42,14,58,1300,29,1,20,11,14
1155878415079288832,0,18,9,42,14,58,1300,29,1,20,11,14
1155878415079288832,0,18,9,42,14,58,1300,29,1,20,11,14
1155878415079288832,0,18,9,42,14,58,1300,29,1,20,11,14
1155878415079288832,0,18,9,42,14,58,1300,29,1,20,11,14
1155878415079288832,0,18,9,42,14,58,1300,29,1,20,11,14
1155878415079288832,0,18,9,42,14,58,1300,29,1,20,11,14
1155878415079288832,0,18,9,42,14,58,1300,29,1,20,11,14
1155901643004829696,0,16,4,60,41,216,1088,2481,4,10,11,10
1155901643004829696,0,16,4,60,41,216,1088,2481,4,10,11,10
1155901643004829696,0,16,4,60,41,216,1088,2481,4,10,11,10
1155901643004829696,0,16,4,60,41,216,1088,2481,4,10,11,10
1155901643004829696,0,16,4,60,41,216,1088,2481,4,10,11,10
1155901643004829696,0,16,4,60,41,216,1088,2481,4,10,11,10
1155901643004829696,0,16,4,60,41,216,1088,2481,4,10,11,10
1155903304171266048,0,16,2,63,17,98,55,101,0,0,0,0
1155903304171266048,0,16,2,63,17,98,55,101,0,0,0,0
1155903304171266048,0,16,2,63,17,98,55,101,0,0,0,0
1155903304171266048,0,16,2,63,17,98,55,101,0,0,0,0
1155941846779977728,0,18,9,42,14,58,3172,4016,15,20,11,14
1155941846779977728,0,18,9,42,14,58,3172,4016,15,20,11,14
1155941846779977728,0,18,9,42,14,58,3172,4016,15,20,11,14
1155941846779977728,0,18,9,42,14,58,3172,4016,15,20,11,14
1155941846779977728,0,18,9,42,14,58,3172,4016,15,20,11,14
1155941846779977728,0,18,9,42,14,58,3172,4016,15,20,11,14
1155941846779977728,0,18,9,42,14,58,3172,4016,15,20,11,14
1155941846779977728,0,18,9,42,14,58,3172,4016,15,20,11,14
1155973588433829888,0,12,9,42,14,58,2,3,2,20,11,14
1155973588433829888,0,12,9,42,14,58,2,3,2,20,11,14
1155973588433829888,0,12,9,42,14,58,2,3,2,20,11,14
1156012207466958848,0,20,1,67,38,180,938,701,5,10,11,10
1156012207466958848,0,20,1,67,38,180,938,701,5,10,11,10
1156012207466958848,0,20,1,67,38,180,938,701,5,10,11,10
1156012207466958848,0,20,1,67,38,180,938,701,5,10,11,10
1156012207466958848,0,20,1,67,38,180,938,701,5,10,11,10
1156142483866304512,0,16,9,42,14,58,1870,2923,6,20,11,14
1156142483866304512,0,16,9,42,14,58,1870,2923,6,20,11,14
1156142483866304512,0,16,9,42,14,58,1870,2923,6,20,11,14
1156142483866304512,0,16,9,42,14,58,1870,2923,6,20,11,14
1156247752847659008,0,18,10,6,8,65,322,271,1,14,11,12
1156247752847659008,0,18,10,6,8,65,322,271,1,14,11,12
1156247752847659008,0,18,10,6,8,65,322,271,1,14,11,12
1156247752847659008,0,18,10,6,8,65,322,271,1,14,11,12
1156247752847659008,0,18,10,6,8,65,322,271,1,14,11,12
1156247752847659008,0,18,10,6,8,65,322,271,1,14,11,12
1156264852970545152,0,16,10,6,8,65,212,16,25,14,11,12
1156264852970545152,0,16,10,6,8,65,212,16,25,14,11,12
1156264852970545152,0,16,10,6,8,65,212,16,25,14,11,12
1156278028231573504,0,14,7,42,46,244,244,560,1,0,0,0
1156278028231573504,0,14,7,42,46,244,244,560,1,0,0,0
1156278028231573504,0,14,7,42,46,244,244,560,1,0,0,0
1156278028231573504,0,14,7,42,46,244,244,560,1,0,0,0
1156299068466855936,0,16,10,6,8,65,941,1028,24,14,11,12
1156299068466855936,0,16,10,6,8,65,941,1028,24,14,11,12
1156299068466855936,0,16,10,6,8,65,941,1028,24,14,11,12
1156299068466855936,0,16,10,6,8,65,941,1028,24,14,11,12
1156327305708544000,0,18,4,60,17,85,376117,2779,4393,11,11,11
1156327305708544000,0,18,4,60,17,85,376117,2779,4393,11,11,11
1156327305708544000,0,18,4,60,17,85,376117,2779,4393,11,11,11
1156327305708544000,0,18,4,60,17,85,376117,2779,4393,11,11,11
1156327305708544000,0,18,4,60,17,85,376117,2779,4393,11,11,11
1156327305708544000,0,18,4,60,17,85,376117,2779,4393,11,11,11
1156327305708544000,0,18,4,60,17,85,376117,2779,4393,11,11,11
1156401211886702592,0,16,4,60,19,87,29016,14290,572,11,11,11
1156401211886702592,0,16,4,60,19,87,29016,14290,572,11,11,11
1156401211886702592,0,16,4,60,19,87,29016,14290,572,11,11,11
1156401211886702592,0,16,4,60,19,87,29016,14290,572,11,11,11
1156401211886702592,0,16,4,60,19,87,29016,14290,572,11,11,11
1156401211886702592,0,16,4,60,19,87,29016,14290,572,11,11,11
1156401211886702592,0,16,4,60,19,87,29016,14290,572,11,11,11
1156500883326296064,0,18,6,54,10,59,4432,4899,29,0,0,0
1156500883326296064,0,18,6,54,10,59,4432,4899,29,0,0,0
1156500883326296064,0,18,6,54,10,59,4432,4899,29,0,0,0
1156500883326296064,0,18,6,54,10,59,4432,4899,29,0,0,0
1156500883326296064,0,18,6,54,10,59,4432,4899,29,0,0,0
1156500883326296064,0,18,6,54,10,59,4432,4899,29,0,0,0
1156500883326296064,0,18,6,54,10,59,4432,4899,29,0,0,0
1156500883326296064,0,18,6,54,10,59,4432,4899,29,0,0,0
1156547563618820096,0,18,4,60,17,85,1630,4505,40,11,11,11
1156547563618820096,0,18,4,60,17,85,1630,4505,40,11,11,11
1156547563618820096,0,18,4,60,17,85,1630,4505,40,11,11,11
1156547563618820096,0,18,4,60,17,85,1630,4505,40,11,11,11
1156547563618820096,0,18,4,60,17,85,1630,4505,40,11,11,11
1156547563618820096,0,18,4,60,17,85,1630,4505,40,11,11,11
1156575721927655424,0,16,3,43,24,126,211,128,22,20,22,21
1156575721927655424,0,16,3,43,24,126,211,128,22,20,22,21
1156575721927655424,0,16,3,43,24,126,211,128,22,20,22,21
1156575721927655424,0,16,3,43,24,126,211,128,22,20,22,21
1156592989889802240,0,16,4,46,22,116,1679,1454,174,0,0,0
1156592989889802240,0,16,4,46,22,116,1679,1454,174,0,0,0
1156592989889802240,0,16,4,46,22,116,1679,1454,174,0,0,0
1156592989889802240,0,16,4,46,22,116,1679,1454,174,0,0,0
1156603582881435648,0,16,10,6,8,65,50,215,1,14,11,12
1156603582881435648,0,16,10,6,8,65,50,215,1,14,11,12
1156603582881435648,0,16,10,6,8,65,50,215,1,14,11,12
1156603582881435648,0,16,10,6,8,65,50,215,1,14,11,12
1156649088722583552,0,16,11,25,5,28,1556,385,105,0,0,0
1156649088722583552,0,16,11,25,5,28,1556,385,105,0,0,0
1156649088722583552,0,16,11,25,5,28,1556,385,105,0,0,0
1156649088722583552,0,16,11,25,5,28,1556,385,105,0,0,0
1156649088722583552,0,16,11,25,5,28,1556,385,105,0,0,0
1156652835444056064,0,16,5,50,34,197,1636,1642,15,20,22,21
1156652835444056064,0,16,5,50,34,197,1636,1642,15,20,22,21
1156652835444056064,0,16,5,50,34,197,1636,1642,15,20,22,21
1156652835444056064,0,16,5,50,34,197,1636,1642,15,20,22,21
1156652835444056064,0,16,5,50,34,197,1636,1642,15,20,22,21
1156652835444056064,0,16,5,50,34,197,1636,1642,15,20,22,21
1156732887187767296,0,18,4,60,17,85,705,944,20,11,11,11
1156732887187767296,0,18,4,60,17,85,705,944,20,11,11,11
1156732887187767296,0,18,4,60,17,85,705,944,20,11,11,11
1156732887187767296,0,18,4,60,17,85,705,944,20,11,11,11
1156732887187767296,0,18,4,60,17,85,705,944,20,11,11,11
1156732887187767296,0,18,4,60,17,85,705,944,20,11,11,11
1156732887187767296,0,18,4,60,17,85,705,944,20,11,11,11
1156732887187767296,0,18,4,60,17,85,705,944,20,11,11,11
1156745142163988480,0,11,8,37,17,78,278,1863,14,0,0,0
1156745142163988480,0,11,8,37,17,78,278,1863,14,0,0,0
1156753025677103104,0,14,6,54,10,59,13,102,0,0,0,0
1156753025677103104,0,14,6,54,10,59,13,102,0,0,0,0
1156753025677103104,0,14,6,54,10,59,13,102,0,0,0,0
1156753025677103104,0,14,6,54,10,59,13,102,0,0,0,0
1156753025677103104,0,14,6,54,10,59,13,102,0,0,0,0
1156753025677103104,0,14,6,54,10,59,13,102,0,0,0,0
1156753720010575872,0,11,2,68,38,222,11741,2152,530,10,11,10
1156753720010575872,0,11,2,68,38,222,11741,2152,530,10,11,10
1156755281403154432,0,11,6,54,37,216,20738,2733,794,10,11,10
1156755281403154432,0,11,6,54,37,216,20738,2733,794,10,11,10
1156774222519103488,0,16,17,22,20,93,1866,1674,170,11,11,11
1156774222519103488,0,16,17,22,20,93,1866,1674,170,11,11,11
1156774222519103488,0,16,17,22,20,93,1866,1674,170,11,11,11
1156774222519103488,0,16,17,22,20,93,1866,1674,170,11,11,11
1156774222519103488,0,16,17,22,20,93,1866,1674,170,11,11,11
1156777035395665920,0,16,7,52,43,203,372,32,44,0,0,0
1156777035395665920,0,16,7,52,43,203,372,32,44,0,0,0
1156777035395665920,0,16,7,52,43,203,372,32,44,0,0,0
1156777035395665920,0,16,7,52,43,203,372,32,44,0,0,0
1156777035395665920,0,16,7,52,43,203,372,32,44,0,0,0
1156777035395665920,0,16,7,52,43,203,372,32,44,0,0,0
1156782178346270720,0,11,15,14,12,57,52752,44134,100,16,11,13
1156782178346270720,0,11,15,14,12,57,52752,44134,100,16,11,13
1156783641722327040,0,16,17,20,9,50,2583,2600,22,0,0,0
1156783641722327040,0,16,17,20,9,50,2583,2600,22,0,0,0
1156783641722327040,0,16,17,20,9,50,2583,2600,22,0,0,0
1156783641722327040,0,16,17,20,9,50,2583,2600,22,0,0,0
1156783641722327040,0,16,17,20,9,50,2583,2600,22,0,0,0
1156794144813023232,0,16,4,44,11,58,1387,4327,11,0,0,0
1156794144813023232,0,16,4,44,11,58,1387,4327,11,0,0,0
1156794144813023232,0,16,4,44,11,58,1387,4327,11,0,0,0
1156794144813023232,0,16,4,44,11,58,1387,4327,11,0,0,0
1156794144813023232,0,16,4,44,11,58,1387,4327,11,0,0,0
1156814072538705920,0,16,3,68,33,116,1892,1031,49,0,0,0
1156814072538705920,0,16,3,68,33,116,1892,1031,49,0,0,0
1156814072538705920,0,16,3,68,33,116,1892,1031,49,0,0,0
1156814072538705920,0,16,3,68,33,116,1892,1031,49,0,0,0
1156814072538705920,0,16,3,68,33,116,1892,1031,49,0,0,0
1156814072538705920,0,16,3,68,33,116,1892,1031,49,0,0,0
1156814072538705920,0,16,3,68,33,116,1892,1031,49,0,0,0
1156817376035397632,0,11,25,29,9,62,481,111,2,14,11,12
1156817376035397632,0,11,25,29,9,62,481,111,2,14,11,12
1156825231102763008,0,11,25,29,9,62,2432,4946,86,14,11,12
1156825231102763008,0,11,25,29,9,62,2432,4946,86,14,11,12
1156827319836635136,0,11,30,28,13,70,16427,86,386,11,11,11
1156827319836635136,0,11,30,28,13,70,16427,86,386,11,11,11
1156831051123179520,0,11,7,50,12,78,73,0,0,10,11,10
1156831051123179520,0,11,7,50,12,78,73,0,0,10,11,10
1156835218982166528,0,11,25,29,9,62,32,155,0,14,11,12
1156835218982166528,0,11,25,29,9,62,32,155,0,14,11,12
1156848756404424704,0,11,25,29,9,62,193,469,8,14,11,12
1156848756404424704,0,11,25,29,9,62,193,469,8,14,11,12
1156853125619298304,0,11,30,28,13,70,303,1465,11,11,11,11
1156853125619298304,0,11,30,28,13,70,303,1465,11,11,11,11
1156859622860427264,0,16,15,22,13,65,1317,1054,342,12,11,11
1156859622860427264,0,16,15,22,13,65,1317,1054,342,12,11,11
1156859622860427264,0,16,15,22,13,65,1317,1054,342,12,11,11
1156877287637360640,0,11,5,47,11,38,976,699,34,0,0,0
1156877287637360640,0,11,5,47,11,38,976,699,34,0,0,0
1156878492467912704,0,16,15,22,11,63,37,88,0,12,11,11
1156878492467912704,0,16,15,22,11,63,37,88,0,12,11,11
1156878492467912704,0,16,15,22,11,63,37,88,0,12,11,11
1156901517879701504,0,18,3,60,12,80,809,728,6,11,11,11
1156901517879701504,0,18,3,60,12,80,809,728,6,11,11,11
1156901517879701504,0,18,3,60,12,80,809,728,6,11,11,11
1156901517879701504,0,18,3,60,12,80,809,728,6,11,11,11
1156901517879701504,0,18,3,60,12,80,809,728,6,11,11,11
1156901517879701504,0,18,3,60,12,80,809,728,6,11,11,11
1156901765117349888,0,16,2,70,14,82,27,40,0,11,11,11
1156901765117349888,0,16,2,70,14,82,27,40,0,11,11,11
1156901765117349888,0,16,2,70,14,82,27,40,0,11,11,11
1156907220614991872,0,11,2,72,39,225,6911,1657,240,10,11,10
1156907220614991872,0,11,2,72,39,225,6911,1657,240,10,11,10
1156908409385562112,0,16,19,19,10,63,119,477,0,0,0,0
1156908409385562112,0,16,19,19,10,63,119,477,0,0,0,0
1156908409385562112,0,16,19,19,10,63,119,477,0,0,0,0
1156917076336041984,0,11,4,64,13,74,725,45,2,0,0,0
1156917076336041984,0,11,4,64,13,74,725,45,2,0,0,0
1156919585632903168,0,11,42,13,10,52,385,611,3,0,0,0
1156919585632903168,0,11,42,13,10,52,385,611,3,0,0,0
1156927604714164224,0,11,30,28,13,70,3670,19,26,11,11,11
1156927604714164224,0,11,30,28,13,70,3670,19,26,11,11,11
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156942687205044224,0,11,4,60,26,167,8737521,370,38650,10,11,10
1156942687205044224,0,11,4,60,26,167,8737521,370,38650,10,11,10
1156945179905069056,0,12,3,55,51,224,2161,3163,134,0,0,0
1156945179905069056,0,12,3,55,51,224,2161,3163,134,0,0,0
1156945179905069056,0,12,3,55,51,224,2161,3163,134,0,0,0
1156958082569777152,0,11,19,30,11,57,448,1583,7,0,0,0
1156958082569777152,0,11,19,30,11,57,448,1583,7,0,0,0
1156966179929563136,0,11,30,28,13,70,13051,13384,59,11,11,11
1156966179929563136,0,11,30,28,13,70,13051,13384,59,11,11,11
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1157027189063376896,0,16,8,42,11,63,163,2172,5,0,0,0
1157027189063376896,0,16,8,42,11,63,163,2172,5,0,0,0
1157027189063376896,0,16,8,42,11,63,163,2172,5,0,0,0
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157058066283728896,0,16,17,20,9,50,18,7,0,0,0,0
1157058066283728896,0,16,17,20,9,50,18,7,0,0,0,0
1157058066283728896,0,16,17,20,9,50,18,7,0,0,0,0
1157059501683404800,0,11,4,58,25,136,96,9,2,10,11,10
1157059501683404800,0,11,4,58,25,136,96,9,2,10,11,10
1157082393901035520,0,11,4,58,25,136,96,9,2,10,11,10
1157082393901035520,0,11,4,58,25,136,96,9,2,10,11,10
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157117656777969664,0,11,4,58,25,136,96,9,2,10,11,10
1157117656777969664,0,11,4,58,25,136,96,9,2,10,11,10
